MS,MH3,Xbbgg+ggbb(fb),Xbbbb(fb),X_to_HY_from_bbgg(fb),X_to_HY_from_4b(fb),X_to_HY(fb),X_to_HYbb(fb),Y_to_bb,Y_to_tautau,Y_to_mumu,Y_to_cc,Y_to_ss,Y_to_tt,Y_to_gluglu,Y_to_gg,Y_to_Zg,Y_to_WW,Y_to_ZZ,Y_to_l+l-l+l-,Y_to_l+l-l+l-.1,Y_to_e+e-e+e-,Y_to_e+e-μ+μ-,Y_to_l+l-νlνl,Y_to_l+l-νlνl.1,Y_to_e+νee-νe,Y_to_e+νeμ-νμ,Y_to_l+l-qq(q=udcsb),Y_to_l+l-qq,Y_to_l+νlqq*,Y_to_νlνlqq,Y_to_qqqq,Y_to_ffff
60,1200,-1,0.0619505,-1,0.06514960627,0.06514960627,0.05368327556,0.824,0.0827,0.000287,0.0418,0.000353,0,0.0494,0.000918,0,0.000627,0.000164,1.98E-06,9.44E-07,2.86E-07,3.73E-07,6.28E-05,2.72E-05,4.71E-06,7.35E-06,2.35E-05,1.57E-05,9.20E-05,4.71E-05,0.000323,0.000743
60,1300,-1,0.0363605,-1,0.03823814592,0.03823814592,0.03150823224,0.824,0.0827,0.000287,0.0418,0.000353,0,0.0494,0.000918,0,0.000627,0.000164,1.98E-06,9.44E-07,2.86E-07,3.73E-07,6.28E-05,2.72E-05,4.71E-06,7.35E-06,2.35E-05,1.57E-05,9.20E-05,4.71E-05,0.000323,0.000743
60,1400,-1,0.0195609,-1,0.02057101933,0.02057101933,0.01695051993,0.824,0.0827,0.000287,0.0418,0.000353,0,0.0494,0.000918,0,0.000627,0.000164,1.98E-06,9.44E-07,2.86E-07,3.73E-07,6.28E-05,2.72E-05,4.71E-06,7.35E-06,2.35E-05,1.57E-05,9.20E-05,4.71E-05,0.000323,0.000743
60,1500,-1,0.0100798,-1,0.01060031802,0.01060031802,0.008734662045,0.824,0.0827,0.000287,0.0418,0.000353,0,0.0494,0.000918,0,0.000627,0.000164,1.98E-06,9.44E-07,2.86E-07,3.73E-07,6.28E-05,2.72E-05,4.71E-06,7.35E-06,2.35E-05,1.57E-05,9.20E-05,4.71E-05,0.000323,0.000743
60,1600,-1,0.00531885,-1,0.005593513907,0.005593513907,0.004609055459,0.824,0.0827,0.000287,0.0418,0.000353,0,0.0494,0.000918,0,0.000627,0.000164,1.98E-06,9.44E-07,2.86E-07,3.73E-07,6.28E-05,2.72E-05,4.71E-06,7.35E-06,2.35E-05,1.57E-05,9.20E-05,4.71E-05,0.000323,0.000743
60,1700,-1,0.00279709,-1,0.002941530935,0.002941530935,0.00242382149,0.824,0.0827,0.000287,0.0418,0.000353,0,0.0494,0.000918,0,0.000627,0.000164,1.98E-06,9.44E-07,2.86E-07,3.73E-07,6.28E-05,2.72E-05,4.71E-06,7.35E-06,2.35E-05,1.57E-05,9.20E-05,4.71E-05,0.000323,0.000743
70,900,-1,0.843371,-1,0.8869224395,0.8869224395,0.7308240901,0.824,0.0827,0.000287,0.0418,0.000353,0,0.0494,0.000918,0,0.000627,0.000164,1.98E-06,9.44E-07,2.86E-07,3.73E-07,6.28E-05,2.72E-05,4.71E-06,7.35E-06,2.35E-05,1.57E-05,9.20E-05,4.71E-05,0.000323,0.000743
70,1000,-1,0.381999,-1,0.4017253201,0.4017253201,0.3310216638,0.824,0.0827,0.000287,0.0418,0.000353,0,0.0494,0.000918,0,0.000627,0.000164,1.98E-06,9.44E-07,2.86E-07,3.73E-07,6.28E-05,2.72E-05,4.71E-06,7.35E-06,2.35E-05,1.57E-05,9.20E-05,4.71E-05,0.000323,0.000743
70,1100,-1,0.18141,-1,0.190777961,0.190777961,0.1572010399,0.824,0.0827,0.000287,0.0418,0.000353,0,0.0494,0.000918,0,0.000627,0.000164,1.98E-06,9.44E-07,2.86E-07,3.73E-07,6.28E-05,2.72E-05,4.71E-06,7.35E-06,2.35E-05,1.57E-05,9.20E-05,4.71E-05,0.000323,0.000743
70,1200,-1,0.0876026,-1,0.09212637344,0.09212637344,0.07591213172,0.824,0.0827,0.000287,0.0418,0.000353,0,0.0494,0.000918,0,0.000627,0.000164,1.98E-06,9.44E-07,2.86E-07,3.73E-07,6.28E-05,2.72E-05,4.71E-06,7.35E-06,2.35E-05,1.57E-05,9.20E-05,4.71E-05,0.000323,0.000743
70,1300,-1,0.0375216,-1,0.03945920479,0.03945920479,0.03251438475,0.824,0.0827,0.000287,0.0418,0.000353,0,0.0494,0.000918,0,0.000627,0.000164,1.98E-06,9.44E-07,2.86E-07,3.73E-07,6.28E-05,2.72E-05,4.71E-06,7.35E-06,2.35E-05,1.57E-05,9.20E-05,4.71E-05,0.000323,0.000743
70,1400,-1,0.0197864,-1,0.02080816409,0.02080816409,0.01714592721,0.824,0.0827,0.000287,0.0418,0.000353,0,0.0494,0.000918,0,0.000627,0.000164,1.98E-06,9.44E-07,2.86E-07,3.73E-07,6.28E-05,2.72E-05,4.71E-06,7.35E-06,2.35E-05,1.57E-05,9.20E-05,4.71E-05,0.000323,0.000743
70,1500,-1,0.00576757,-1,0.006065405681,0.006065405681,0.004997894281,0.824,0.0827,0.000287,0.0418,0.000353,0,0.0494,0.000918,0,0.000627,0.000164,1.98E-06,9.44E-07,2.86E-07,3.73E-07,6.28E-05,2.72E-05,4.71E-06,7.35E-06,2.35E-05,1.57E-05,9.20E-05,4.71E-05,0.000323,0.000743
70,1600,-1,0.00331754,-1,0.003488856826,0.003488856826,0.002874818024,0.824,0.0827,0.000287,0.0418,0.000353,0,0.0494,0.000918,0,0.000627,0.000164,1.98E-06,9.44E-07,2.86E-07,3.73E-07,6.28E-05,2.72E-05,4.71E-06,7.35E-06,2.35E-05,1.57E-05,9.20E-05,4.71E-05,0.000323,0.000743
70,1700,-1,0.00182705,-1,0.001921398344,0.001921398344,0.001583232236,0.824,0.0827,0.000287,0.0418,0.000353,0,0.0494,0.000918,0,0.000627,0.000164,1.98E-06,9.44E-07,2.86E-07,3.73E-07,6.28E-05,2.72E-05,4.71E-06,7.35E-06,2.35E-05,1.57E-05,9.20E-05,4.71E-05,0.000323,0.000743
80,900,-1,0.790045,-1,0.8308426999,0.8308426999,0.6846143847,0.824,0.0827,0.000287,0.0418,0.000353,0,0.0494,0.000918,0,0.000627,0.000164,1.98E-06,9.44E-07,2.86E-07,3.73E-07,6.28E-05,2.72E-05,4.71E-06,7.35E-06,2.35E-05,1.57E-05,9.20E-05,4.71E-05,0.000323,0.000743
80,1000,-1,0.417188,-1,0.4387314701,0.4387314701,0.3615147314,0.824,0.0827,0.000287,0.0418,0.000353,0,0.0494,0.000918,0,0.000627,0.000164,1.98E-06,9.44E-07,2.86E-07,3.73E-07,6.28E-05,2.72E-05,4.71E-06,7.35E-06,2.35E-05,1.57E-05,9.20E-05,4.71E-05,0.000323,0.000743
80,1100,-1,0.190383,-1,0.2002143242,0.2002143242,0.1649766031,0.824,0.0827,0.000287,0.0418,0.000353,0,0.0494,0.000918,0,0.000627,0.000164,1.98E-06,9.44E-07,2.86E-07,3.73E-07,6.28E-05,2.72E-05,4.71E-06,7.35E-06,2.35E-05,1.57E-05,9.20E-05,4.71E-05,0.000323,0.000743
80,1200,-1,0.103098,-1,0.1084219515,0.1084219515,0.08933968804,0.824,0.0827,0.000287,0.0418,0.000353,0,0.0494,0.000918,0,0.000627,0.000164,1.98E-06,9.44E-07,2.86E-07,3.73E-07,6.28E-05,2.72E-05,4.71E-06,7.35E-06,2.35E-05,1.57E-05,9.20E-05,4.71E-05,0.000323,0.000743
80,1300,-1,0.0527617,-1,0.05548629924,0.05548629924,0.04572071057,0.824,0.0827,0.000287,0.0418,0.000353,0,0.0494,0.000918,0,0.000627,0.000164,1.98E-06,9.44E-07,2.86E-07,3.73E-07,6.28E-05,2.72E-05,4.71E-06,7.35E-06,2.35E-05,1.57E-05,9.20E-05,4.71E-05,0.000323,0.000743
80,1400,-1,0.0269319,-1,0.02832265568,0.02832265568,0.02333786828,0.824,0.0827,0.000287,0.0418,0.000353,0,0.0494,0.000918,0,0.000627,0.000164,1.98E-06,9.44E-07,2.86E-07,3.73E-07,6.28E-05,2.72E-05,4.71E-06,7.35E-06,2.35E-05,1.57E-05,9.20E-05,4.71E-05,0.000323,0.000743
80,1500,-1,0.00903321,-1,0.009499682405,0.009499682405,0.007827738302,0.824,0.0827,0.000287,0.0418,0.000353,0,0.0494,0.000918,0,0.000627,0.000164,1.98E-06,9.44E-07,2.86E-07,3.73E-07,6.28E-05,2.72E-05,4.71E-06,7.35E-06,2.35E-05,1.57E-05,9.20E-05,4.71E-05,0.000323,0.000743
80,1600,-1,0.00416651,-1,0.004381667396,0.004381667396,0.003610493934,0.824,0.0827,0.000287,0.0418,0.000353,0,0.0494,0.000918,0,0.000627,0.000164,1.98E-06,9.44E-07,2.86E-07,3.73E-07,6.28E-05,2.72E-05,4.71E-06,7.35E-06,2.35E-05,1.57E-05,9.20E-05,4.71E-05,0.000323,0.000743
80,1700,-1,0.00405698,-1,0.004266481298,0.004266481298,0.003515580589,0.824,0.0827,0.000287,0.0418,0.000353,0,0.0494,0.000918,0,0.000627,0.000164,1.98E-06,9.44E-07,2.86E-07,3.73E-07,6.28E-05,2.72E-05,4.71E-06,7.35E-06,2.35E-05,1.57E-05,9.20E-05,4.71E-05,0.000323,0.000743
108,900,-1,0.622249,-1,0.7132414973,0.7132414973,0.5392105719,0.756,0.0805,0.00028,0.0382,0.000323,0,0.0826,0.00188,0.000291,0.0367,0.00326,3.58E-05,1.66E-05,4.66E-06,7.26E-06,0.00389,0.00173,0.000405,0.000431,0.000454,0.000303,0.00538,0.000909,0.0179,0.0395
108,1000,-1,0.306021,-1,0.3507709554,0.3507709554,0.2651828423,0.756,0.0805,0.00028,0.0382,0.000323,0,0.0826,0.00188,0.000291,0.0367,0.00326,3.58E-05,1.66E-05,4.66E-06,7.26E-06,0.00389,0.00173,0.000405,0.000431,0.000454,0.000303,0.00538,0.000909,0.0179,0.0395
108,1100,-1,0.15189,-1,0.1741011251,0.1741011251,0.1316204506,0.756,0.0805,0.00028,0.0382,0.000323,0,0.0826,0.00188,0.000291,0.0367,0.00326,3.58E-05,1.66E-05,4.66E-06,7.26E-06,0.00389,0.00173,0.000405,0.000431,0.000454,0.000303,0.00538,0.000909,0.0179,0.0395
108,1200,-1,0.0733339,-1,0.08405763711,0.08405763711,0.06354757366,0.756,0.0805,0.00028,0.0382,0.000323,0,0.0826,0.00188,0.000291,0.0367,0.00326,3.58E-05,1.66E-05,4.66E-06,7.26E-06,0.00389,0.00173,0.000405,0.000431,0.000454,0.000303,0.00538,0.000909,0.0179,0.0395
108,1300,-1,0.0395685,-1,0.045354667,0.045354667,0.03428812825,0.756,0.0805,0.00028,0.0382,0.000323,0,0.0826,0.00188,0.000291,0.0367,0.00326,3.58E-05,1.66E-05,4.66E-06,7.26E-06,0.00389,0.00173,0.000405,0.000431,0.000454,0.000303,0.00538,0.000909,0.0179,0.0395
109,900,-1,0.6310735,-1,0.7291432698,0.7291432698,0.5468574523,0.75,0.08,0.000278,0.0379,0.00032,0,0.0836,0.00192,0.000339,0.0419,0.00376,4.11E-05,1.90E-05,5.31E-06,8.39E-06,0.00445,0.00198,0.000465,0.000493,0.000525,0.00035,0.00614,0.00105,0.0205,0.0452
109,1000,-1,0.3222385,-1,0.3723148469,0.3723148469,0.2792361352,0.75,0.08,0.000278,0.0379,0.00032,0,0.0836,0.00192,0.000339,0.0419,0.00376,4.11E-05,1.90E-05,5.31E-06,8.39E-06,0.00445,0.00198,0.000465,0.000493,0.000525,0.00035,0.00614,0.00105,0.0205,0.0452
109,1100,-1,0.156908,-1,0.1812917389,0.1812917389,0.1359688042,0.75,0.08,0.000278,0.0379,0.00032,0,0.0836,0.00192,0.000339,0.0419,0.00376,4.11E-05,1.90E-05,5.31E-06,8.39E-06,0.00445,0.00198,0.000465,0.000493,0.000525,0.00035,0.00614,0.00105,0.0205,0.0452
109,1200,-1,0.0711425,-1,0.08219815136,0.08219815136,0.06164861352,0.75,0.08,0.000278,0.0379,0.00032,0,0.0836,0.00192,0.000339,0.0419,0.00376,4.11E-05,1.90E-05,5.31E-06,8.39E-06,0.00445,0.00198,0.000465,0.000493,0.000525,0.00035,0.00614,0.00105,0.0205,0.0452
109,1300,-1,0.0388025,-1,0.04483246678,0.04483246678,0.03362435009,0.75,0.08,0.000278,0.0379,0.00032,0,0.0836,0.00192,0.000339,0.0419,0.00376,4.11E-05,1.90E-05,5.31E-06,8.39E-06,0.00445,0.00198,0.000465,0.000493,0.000525,0.00035,0.00614,0.00105,0.0205,0.0452
117,900,-1,6.03679,-1,7.659132028,7.659132028,5.231187175,0.683,0.0739,0.000256,0.0345,0.000292,0,0.0882,0.00217,0.000861,0.106,0.0111,0.000118,5.38E-05,1.44E-05,2.50E-05,0.0114,0.00512,0.00122,0.00124,0.00156,0.00104,0.0155,0.00311,0.053,0.116
117,1000,-1,3.08073,-1,3.908653078,3.908653078,2.669610052,0.683,0.0739,0.000256,0.0345,0.000292,0,0.0882,0.00217,0.000861,0.106,0.0111,0.000118,5.38E-05,1.44E-05,2.50E-05,0.0114,0.00512,0.00122,0.00124,0.00156,0.00104,0.0155,0.00311,0.053,0.116
117,1100,-1,1.65889,-1,2.104704243,2.104704243,1.437512998,0.683,0.0739,0.000256,0.0345,0.000292,0,0.0882,0.00217,0.000861,0.106,0.0111,0.000118,5.38E-05,1.44E-05,2.50E-05,0.0114,0.00512,0.00122,0.00124,0.00156,0.00104,0.0155,0.00311,0.053,0.116
117,1200,-1,0.885056,-1,1.122908161,1.122908161,0.7669462738,0.683,0.0739,0.000256,0.0345,0.000292,0,0.0882,0.00217,0.000861,0.106,0.0111,0.000118,5.38E-05,1.44E-05,2.50E-05,0.0114,0.00512,0.00122,0.00124,0.00156,0.00104,0.0155,0.00311,0.053,0.116
117,1300,-1,0.505793,-1,0.6417210746,0.6417210746,0.4382954939,0.683,0.0739,0.000256,0.0345,0.000292,0,0.0882,0.00217,0.000861,0.106,0.0111,0.000118,5.38E-05,1.44E-05,2.50E-05,0.0114,0.00512,0.00122,0.00124,0.00156,0.00104,0.0155,0.00311,0.053,0.116
117,1400,-1,0.29277,-1,0.3714497413,0.3714497413,0.2537001733,0.683,0.0739,0.000256,0.0345,0.000292,0,0.0882,0.00217,0.000861,0.106,0.0111,0.000118,5.38E-05,1.44E-05,2.50E-05,0.0114,0.00512,0.00122,0.00124,0.00156,0.00104,0.0155,0.00311,0.053,0.116
117,1500,-1,0.170938,-1,0.2168763052,0.2168763052,0.1481265165,0.683,0.0739,0.000256,0.0345,0.000292,0,0.0882,0.00217,0.000861,0.106,0.0111,0.000118,5.38E-05,1.44E-05,2.50E-05,0.0114,0.00512,0.00122,0.00124,0.00156,0.00104,0.0155,0.00311,0.053,0.116
117,1600,-1,0.090719,-1,0.1150990507,0.1150990507,0.07861265165,0.683,0.0739,0.000256,0.0345,0.000292,0,0.0882,0.00217,0.000861,0.106,0.0111,0.000118,5.38E-05,1.44E-05,2.50E-05,0.0114,0.00512,0.00122,0.00124,0.00156,0.00104,0.0155,0.00311,0.053,0.116
132,900,-1,2.94085,-1,5.564185328,5.564185328,2.54839688,0.458,0.0507,0.000176,0.0231,0.000196,0,0.0765,0.00221,0.00209,0.341,0.0457,0.000475,0.000214,5.54E-05,0.000103,0.0375,0.017,0.00406,0.00401,0.00641,0.00428,0.0499,0.0128,0.176,0.385
132,1000,-1,1.56334,-1,2.957890913,2.957890913,1.354714038,0.458,0.0507,0.000176,0.0231,0.000196,0,0.0765,0.00221,0.00209,0.341,0.0457,0.000475,0.000214,5.54E-05,0.000103,0.0375,0.017,0.00406,0.00401,0.00641,0.00428,0.0499,0.0128,0.176,0.385
132,1100,-1,0.84134,-1,1.591843067,1.591843067,0.7290641248,0.458,0.0507,0.000176,0.0231,0.000196,0,0.0765,0.00221,0.00209,0.341,0.0457,0.000475,0.000214,5.54E-05,0.000103,0.0375,0.017,0.00406,0.00401,0.00641,0.00428,0.0499,0.0128,0.176,0.385
132,1200,-1,0.453594,-1,0.858214829,0.858214829,0.3930623917,0.458,0.0507,0.000176,0.0231,0.000196,0,0.0765,0.00221,0.00209,0.341,0.0457,0.000475,0.000214,5.54E-05,0.000103,0.0375,0.017,0.00406,0.00401,0.00641,0.00428,0.0499,0.0128,0.176,0.385
132,1300,-1,0.271885,-1,0.5144153996,0.5144153996,0.235602253,0.458,0.0507,0.000176,0.0231,0.000196,0,0.0765,0.00221,0.00209,0.341,0.0457,0.000475,0.000214,5.54E-05,0.000103,0.0375,0.017,0.00406,0.00401,0.00641,0.00428,0.0499,0.0128,0.176,0.385
132,1400,-1,0.161045,-1,0.3047024589,0.3047024589,0.1395537262,0.458,0.0507,0.000176,0.0231,0.000196,0,0.0765,0.00221,0.00209,0.341,0.0457,0.000475,0.000214,5.54E-05,0.000103,0.0375,0.017,0.00406,0.00401,0.00641,0.00428,0.0499,0.0128,0.176,0.385
132,1500,-1,0.0891243,-1,0.1686261191,0.1686261191,0.07723076256,0.458,0.0507,0.000176,0.0231,0.000196,0,0.0765,0.00221,0.00209,0.341,0.0457,0.000475,0.000214,5.54E-05,0.000103,0.0375,0.017,0.00406,0.00401,0.00641,0.00428,0.0499,0.0128,0.176,0.385
132,1600,-1,0.0572119,-1,0.1082468044,0.1082468044,0.0495770364,0.458,0.0507,0.000176,0.0231,0.000196,0,0.0765,0.00221,0.00209,0.341,0.0457,0.000475,0.000214,5.54E-05,0.000103,0.0375,0.017,0.00406,0.00401,0.00641,0.00428,0.0499,0.0128,0.176,0.385
175,1000,-1,0.00257619,-1,0.3618152912,0.3618152912,0.002232400347,0.00617,0.000719,2.49E-06,0.000311,2.63E-06,0,0.00181,0.000127,0.000338,0.958,0.0323,0.00033,0.000147,3.71E-05,7.28E-05,0.103,0.046,0.0114,0.0113,0.00454,0.00303,0.14,0.00904,0.451,0.99
175,1100,-1,0.00115511,-1,0.1622304492,0.1622304492,0.001000961872,0.00617,0.000719,2.49E-06,0.000311,2.63E-06,0,0.00181,0.000127,0.000338,0.958,0.0323,0.00033,0.000147,3.71E-05,7.28E-05,0.103,0.046,0.0114,0.0113,0.00454,0.00303,0.14,0.00904,0.451,0.99
175,1200,-1,0.000518205,-1,0.07277976119,0.07277976119,0.0004490511265,0.00617,0.000719,2.49E-06,0.000311,2.63E-06,0,0.00181,0.000127,0.000338,0.958,0.0323,0.00033,0.000147,3.71E-05,7.28E-05,0.103,0.046,0.0114,0.0113,0.00454,0.00303,0.14,0.00904,0.451,0.99
200,1000,-1,0.000946657,-1,0.3418027874,0.3418027874,0.0008203266898,0.0024,0.000287,9.95E-07,0.000121,1.02E-06,0,0.000926,5.51E-05,0.000175,0.741,0.255,0.00259,0.00115,0.000288,0.000575,0.0889,0.0418,0.00987,0.00873,0.036,0.024,0.108,0.0716,0.461,0.996
200,1100,-1,0.000372681,-1,0.1345613085,0.1345613085,0.0003229471404,0.0024,0.000287,9.95E-07,0.000121,1.02E-06,0,0.000926,5.51E-05,0.000175,0.741,0.255,0.00259,0.00115,0.000288,0.000575,0.0889,0.0418,0.00987,0.00873,0.036,0.024,0.108,0.0716,0.461,0.996
250,1000,-1,0.000354716,-1,0.3013524994,0.3013524994,0.0003073795494,0.00102,0.000127,4.42E-07,5.14E-05,4.35E-07,0,0.000682,2.47E-05,9.54E-05,0.701,0.297,0.00301,0.00134,0.000334,0.000668,0.0863,0.041,0.00959,0.00826,0.0418,0.0278,0.103,0.0832,0.464,0.998
