MS,MH3,Xbbgg+ggbb(fb),Xbbbb(fb),X_to_HY_from_bbgg(fb),X_to_HY_from_4b(fb),X_to_HY(fb),X_to_HYbb(fb),Y_to_bb,Y_to_tautau,Y_to_mumu,Y_to_cc,Y_to_ss,Y_to_tt,Y_to_gluglu,Y_to_gg,Y_to_Zg,Y_to_WW,Y_to_ZZ,Y_to_l+l-l+l-,Y_to_l+l-l+l-.1,Y_to_e+e-e+e-,Y_to_e+e-μ+μ-,Y_to_l+l-νlνl,Y_to_l+l-νlνl.1,Y_to_e+νee-νe,Y_to_e+νeμ-νμ,Y_to_l+l-qq(q=udcsb),Y_to_l+l-qq,Y_to_l+νlqq*,Y_to_νlνlqq,Y_to_qqqq,Y_to_ffff
125,1200,-1,0.704206,-1,1.057591859,1.057591859,0.6102305026,0.577,0.0632,0.000219,0.0291,0.000246,0,0.0857,0.00228,0.00154,0.215,0.0264,0.000276,0.000125,3.27E-05,5.93E-05,0.0234,0.0106,0.00252,0.00252,0.0037,0.00247,0.0314,0.00738,0.11,0.24
125,1300,-1,0.439341,-1,0.6598118518,0.6598118518,0.3807114385,0.577,0.0632,0.000219,0.0291,0.000246,0,0.0857,0.00228,0.00154,0.215,0.0264,0.000276,0.000125,3.27E-05,5.93E-05,0.0234,0.0106,0.00252,0.00252,0.0037,0.00247,0.0314,0.00738,0.11,0.24
125,1400,-1,0.224335,-1,0.3369111733,0.3369111733,0.194397747,0.577,0.0632,0.000219,0.0291,0.000246,0,0.0857,0.00228,0.00154,0.215,0.0264,0.000276,0.000125,3.27E-05,5.93E-05,0.0234,0.0106,0.00252,0.00252,0.0037,0.00247,0.0314,0.00738,0.11,0.24
125,1500,-1,0.134284,-1,0.2016706265,0.2016706265,0.1163639515,0.577,0.0632,0.000219,0.0291,0.000246,0,0.0857,0.00228,0.00154,0.215,0.0264,0.000276,0.000125,3.27E-05,5.93E-05,0.0234,0.0106,0.00252,0.00252,0.0037,0.00247,0.0314,0.00738,0.11,0.24
125,1600,-1,0.0819296,-1,0.1230436519,0.1230436519,0.07099618718,0.577,0.0632,0.000219,0.0291,0.000246,0,0.0857,0.00228,0.00154,0.215,0.0264,0.000276,0.000125,3.27E-05,5.93E-05,0.0234,0.0106,0.00252,0.00252,0.0037,0.00247,0.0314,0.00738,0.11,0.24
130,300,1.52928,-1,632.2473954,-1,632.2473954,312.3302133,0.494,0.0545,0.000189,0.0249,0.000211,0,0.0797,0.00224,0.00195,0.303,0.0398,0.000414,0.000187,4.85E-05,8.96E-05,0.0332,0.015,0.0036,0.00356,0.00559,0.00372,0.0443,0.0111,0.156,0.341
130,300,1.01707,-1,420.4853646,-1,420.4853646,207.7197701,0.494,0.0545,0.000189,0.0249,0.000211,0,0.0797,0.00224,0.00195,0.303,0.0398,0.000414,0.000187,4.85E-05,8.96E-05,0.0332,0.015,0.0036,0.00356,0.00559,0.00372,0.0443,0.0111,0.156,0.341
130,350,1.60335,-1,662.8700182,-1,662.8700182,327.457789,0.494,0.0545,0.000189,0.0249,0.000211,0,0.0797,0.00224,0.00195,0.303,0.0398,0.000414,0.000187,4.85E-05,8.96E-05,0.0332,0.015,0.0036,0.00356,0.00559,0.00372,0.0443,0.0111,0.156,0.341
130,350,1.10989,-1,458.8597652,-1,458.8597652,226.676724,0.494,0.0545,0.000189,0.0249,0.000211,0,0.0797,0.00224,0.00195,0.303,0.0398,0.000414,0.000187,4.85E-05,8.96E-05,0.0332,0.015,0.0036,0.00356,0.00559,0.00372,0.0443,0.0111,0.156,0.341
130,400,1.43106,-1,591.6404829,-1,591.6404829,292.2703985,0.494,0.0545,0.000189,0.0249,0.000211,0,0.0797,0.00224,0.00195,0.303,0.0398,0.000414,0.000187,4.85E-05,8.96E-05,0.0332,0.015,0.0036,0.00356,0.00559,0.00372,0.0443,0.0111,0.156,0.341
130,400,0.823665,-1,340.526294,-1,340.526294,168.2199893,0.494,0.0545,0.000189,0.0249,0.000211,0,0.0797,0.00224,0.00195,0.303,0.0398,0.000414,0.000187,4.85E-05,8.96E-05,0.0332,0.015,0.0036,0.00356,0.00559,0.00372,0.0443,0.0111,0.156,0.341
130,450,1.24159,-1,513.308252,-1,513.308252,253.5742765,0.494,0.0545,0.000189,0.0249,0.000211,0,0.0797,0.00224,0.00195,0.303,0.0398,0.000414,0.000187,4.85E-05,8.96E-05,0.0332,0.015,0.0036,0.00356,0.00559,0.00372,0.0443,0.0111,0.156,0.341
130,450,0.974172,-1,402.750124,-1,402.750124,198.9585613,0.494,0.0545,0.000189,0.0249,0.000211,0,0.0797,0.00224,0.00195,0.303,0.0398,0.000414,0.000187,4.85E-05,8.96E-05,0.0332,0.015,0.0036,0.00356,0.00559,0.00372,0.0443,0.0111,0.156,0.341
130,500,0.68401,-1,282.7889863,-1,282.7889863,139.6977592,0.494,0.0545,0.000189,0.0249,0.000211,0,0.0797,0.00224,0.00195,0.303,0.0398,0.000414,0.000187,4.85E-05,8.96E-05,0.0332,0.015,0.0036,0.00356,0.00559,0.00372,0.0443,0.0111,0.156,0.341
130,500,0.561103,-1,231.9757731,-1,231.9757731,114.5960319,0.494,0.0545,0.000189,0.0249,0.000211,0,0.0797,0.00224,0.00195,0.303,0.0398,0.000414,0.000187,4.85E-05,8.96E-05,0.0332,0.015,0.0036,0.00356,0.00559,0.00372,0.0443,0.0111,0.156,0.341
130,550,0.457962,-1,189.3343807,-1,189.3343807,93.53118406,0.494,0.0545,0.000189,0.0249,0.000211,0,0.0797,0.00224,0.00195,0.303,0.0398,0.000414,0.000187,4.85E-05,8.96E-05,0.0332,0.015,0.0036,0.00356,0.00559,0.00372,0.0443,0.0111,0.156,0.341
130,550,0.159224,-1,65.82768315,-1,65.82768315,32.51887548,0.494,0.0545,0.000189,0.0249,0.000211,0,0.0797,0.00224,0.00195,0.303,0.0398,0.000414,0.000187,4.85E-05,8.96E-05,0.0332,0.015,0.0036,0.00356,0.00559,0.00372,0.0443,0.0111,0.156,0.341
130,600,0.26535,-1,109.7031586,-1,109.7031586,54.19336034,0.494,0.0545,0.000189,0.0249,0.000211,0,0.0797,0.00224,0.00195,0.303,0.0398,0.000414,0.000187,4.85E-05,8.96E-05,0.0332,0.015,0.0036,0.00356,0.00559,0.00372,0.0443,0.0111,0.156,0.341
130,600,0.0787198,-1,32.54498098,-1,32.54498098,16.07722061,0.494,0.0545,0.000189,0.0249,0.000211,0,0.0797,0.00224,0.00195,0.303,0.0398,0.000414,0.000187,4.85E-05,8.96E-05,0.0332,0.015,0.0036,0.00356,0.00559,0.00372,0.0443,0.0111,0.156,0.341
130,650,0.189185,-1,78.21440384,-1,78.21440384,38.6379155,0.494,0.0545,0.000189,0.0249,0.000211,0,0.0797,0.00224,0.00195,0.303,0.0398,0.000414,0.000187,4.85E-05,8.96E-05,0.0332,0.015,0.0036,0.00356,0.00559,0.00372,0.0443,0.0111,0.156,0.341
130,650,0.0477327,-1,19.73404167,-1,19.73404167,9.748616587,0.494,0.0545,0.000189,0.0249,0.000211,0,0.0797,0.00224,0.00195,0.303,0.0398,0.000414,0.000187,4.85E-05,8.96E-05,0.0332,0.015,0.0036,0.00356,0.00559,0.00372,0.0443,0.0111,0.156,0.341
130,700,0.026744,-1,11.05672234,-1,11.05672234,5.462020837,0.494,0.0545,0.000189,0.0249,0.000211,0,0.0797,0.00224,0.00195,0.303,0.0398,0.000414,0.000187,4.85E-05,8.96E-05,0.0332,0.015,0.0036,0.00356,0.00559,0.00372,0.0443,0.0111,0.156,0.341
130,750,0.0867375,-1,35.85972383,-1,35.85972383,17.71470357,0.494,0.0545,0.000189,0.0249,0.000211,0,0.0797,0.00224,0.00195,0.303,0.0398,0.000414,0.000187,4.85E-05,8.96E-05,0.0332,0.015,0.0036,0.00356,0.00559,0.00372,0.0443,0.0111,0.156,0.341
130,750,0.0161197,-1,6.664337688,-1,6.664337688,3.292182818,0.494,0.0545,0.000189,0.0249,0.000211,0,0.0797,0.00224,0.00195,0.303,0.0398,0.000414,0.000187,4.85E-05,8.96E-05,0.0332,0.015,0.0036,0.00356,0.00559,0.00372,0.0443,0.0111,0.156,0.341
130,800,0.0707187,-1,29.23710104,-1,29.23710104,14.44312791,0.494,0.0545,0.000189,0.0249,0.000211,0,0.0797,0.00224,0.00195,0.303,0.0398,0.000414,0.000187,4.85E-05,8.96E-05,0.0332,0.015,0.0036,0.00356,0.00559,0.00372,0.0443,0.0111,0.156,0.341
130,800,0.0159312,-1,6.586406483,-1,6.586406483,3.253684802,0.494,0.0545,0.000189,0.0249,0.000211,0,0.0797,0.00224,0.00195,0.303,0.0398,0.000414,0.000187,4.85E-05,8.96E-05,0.0332,0.015,0.0036,0.00356,0.00559,0.00372,0.0443,0.0111,0.156,0.341
130,850,0.0498029,-1,20.58992062,-1,20.58992062,10.17142079,0.494,0.0545,0.000189,0.0249,0.000211,0,0.0797,0.00224,0.00195,0.303,0.0398,0.000414,0.000187,4.85E-05,8.96E-05,0.0332,0.015,0.0036,0.00356,0.00559,0.00372,0.0443,0.0111,0.156,0.341
130,850,0.0105286,-1,4.35281958,-1,4.35281958,2.150292872,0.494,0.0545,0.000189,0.0249,0.000211,0,0.0797,0.00224,0.00195,0.303,0.0398,0.000414,0.000187,4.85E-05,8.96E-05,0.0332,0.015,0.0036,0.00356,0.00559,0.00372,0.0443,0.0111,0.156,0.341
130,900,0.0356164,-1,14.72482223,-1,14.72482223,7.27406218,0.494,0.0545,0.000189,0.0249,0.000211,0,0.0797,0.00224,0.00195,0.303,0.0398,0.000414,0.000187,4.85E-05,8.96E-05,0.0332,0.015,0.0036,0.00356,0.00559,0.00372,0.0443,0.0111,0.156,0.341
140,300,1.20222,-1,656.3016907,-1,656.3016907,206.7350326,0.315,0.0352,0.000122,0.0159,0.000134,0,0.0596,0.00193,0.00245,0.501,0.0687,0.000711,0.000319,8.20E-05,0.000155,0.0553,0.0251,0.00603,0.0059,0.00965,0.00644,0.0734,0.0192,0.26,0.568
140,350,1.32257,-1,722.001736,-1,722.001736,227.4305468,0.315,0.0352,0.000122,0.0159,0.000134,0,0.0596,0.00193,0.00245,0.501,0.0687,0.000711,0.000319,8.20E-05,0.000155,0.0553,0.0251,0.00603,0.0059,0.00965,0.00644,0.0734,0.0192,0.26,0.568
140,400,1.15033,-1,627.974517,-1,627.974517,197.8119729,0.315,0.0352,0.000122,0.0159,0.000134,0,0.0596,0.00193,0.00245,0.501,0.0687,0.000711,0.000319,8.20E-05,0.000155,0.0553,0.0251,0.00603,0.0059,0.00965,0.00644,0.0734,0.0192,0.26,0.568
140,450,0.718138,-1,392.0373838,-1,392.0373838,123.4917759,0.315,0.0352,0.000122,0.0159,0.000134,0,0.0596,0.00193,0.00245,0.501,0.0687,0.000711,0.000319,8.20E-05,0.000155,0.0553,0.0251,0.00603,0.0059,0.00965,0.00644,0.0734,0.0192,0.26,0.568
140,500,0.458276,-1,250.1766013,-1,250.1766013,78.8056294,0.315,0.0352,0.000122,0.0159,0.000134,0,0.0596,0.00193,0.00245,0.501,0.0687,0.000711,0.000319,8.20E-05,0.000155,0.0553,0.0251,0.00603,0.0059,0.00965,0.00644,0.0734,0.0192,0.26,0.568
140,550,0.188849,-1,103.0942074,-1,103.0942074,32.47467532,0.315,0.0352,0.000122,0.0159,0.000134,0,0.0596,0.00193,0.00245,0.501,0.0687,0.000711,0.000319,8.20E-05,0.000155,0.0553,0.0251,0.00603,0.0059,0.00965,0.00644,0.0734,0.0192,0.26,0.568
140,600,0.108281,-1,59.1114799,-1,59.1114799,18.62011617,0.315,0.0352,0.000122,0.0159,0.000134,0,0.0596,0.00193,0.00245,0.501,0.0687,0.000711,0.000319,8.20E-05,0.000155,0.0553,0.0251,0.00603,0.0059,0.00965,0.00644,0.0734,0.0192,0.26,0.568
140,650,0.0611178,-1,33.36470485,-1,33.36470485,10.50988203,0.315,0.0352,0.000122,0.0159,0.000134,0,0.0596,0.00193,0.00245,0.501,0.0687,0.000711,0.000319,8.20E-05,0.000155,0.0553,0.0251,0.00603,0.0059,0.00965,0.00644,0.0734,0.0192,0.26,0.568
140,900,-1,1.83132,-1,5.037880664,5.037880664,1.586932409,0.315,0.0352,0.000122,0.0159,0.000134,0,0.0596,0.00193,0.00245,0.501,0.0687,0.000711,0.000319,8.20E-05,0.000155,0.0553,0.0251,0.00603,0.0059,0.00965,0.00644,0.0734,0.0192,0.26,0.568
140,900,-1,0.373208,-1,1.026678771,1.026678771,0.3234038128,0.315,0.0352,0.000122,0.0159,0.000134,0,0.0596,0.00193,0.00245,0.501,0.0687,0.000711,0.000319,8.20E-05,0.000155,0.0553,0.0251,0.00603,0.0059,0.00965,0.00644,0.0734,0.0192,0.26,0.568
140,1000,-1,0.166463,-1,0.4579323815,0.4579323815,0.1442487002,0.315,0.0352,0.000122,0.0159,0.000134,0,0.0596,0.00193,0.00245,0.501,0.0687,0.000711,0.000319,8.20E-05,0.000155,0.0553,0.0251,0.00603,0.0059,0.00965,0.00644,0.0734,0.0192,0.26,0.568
140,1100,-1,0.503109,-1,1.384030701,1.384030701,0.4359696707,0.315,0.0352,0.000122,0.0159,0.000134,0,0.0596,0.00193,0.00245,0.501,0.0687,0.000711,0.000319,8.20E-05,0.000155,0.0553,0.0251,0.00603,0.0059,0.00965,0.00644,0.0734,0.0192,0.26,0.568
140,1100,-1,0.0792486,-1,0.2180094083,0.2180094083,0.0686729636,0.315,0.0352,0.000122,0.0159,0.000134,0,0.0596,0.00193,0.00245,0.501,0.0687,0.000711,0.000319,8.20E-05,0.000155,0.0553,0.0251,0.00603,0.0059,0.00965,0.00644,0.0734,0.0192,0.26,0.568
140,1200,-1,0.0402506,-1,0.1107276279,0.1107276279,0.03487920277,0.315,0.0352,0.000122,0.0159,0.000134,0,0.0596,0.00193,0.00245,0.501,0.0687,0.000711,0.000319,8.20E-05,0.000155,0.0553,0.0251,0.00603,0.0059,0.00965,0.00644,0.0734,0.0192,0.26,0.568
140,1300,-1,0.164741,-1,0.4531952353,0.4531952353,0.1427564991,0.315,0.0352,0.000122,0.0159,0.000134,0,0.0596,0.00193,0.00245,0.501,0.0687,0.000711,0.000319,8.20E-05,0.000155,0.0553,0.0251,0.00603,0.0059,0.00965,0.00644,0.0734,0.0192,0.26,0.568
140,1300,-1,0.0224178,-1,0.06167038046,0.06167038046,0.01942616984,0.315,0.0352,0.000122,0.0159,0.000134,0,0.0596,0.00193,0.00245,0.501,0.0687,0.000711,0.000319,8.20E-05,0.000155,0.0553,0.0251,0.00603,0.0059,0.00965,0.00644,0.0734,0.0192,0.26,0.568
140,1400,-1,0.0993188,-1,0.2732216445,0.2732216445,0.08606481802,0.315,0.0352,0.000122,0.0159,0.000134,0,0.0596,0.00193,0.00245,0.501,0.0687,0.000711,0.000319,8.20E-05,0.000155,0.0553,0.0251,0.00603,0.0059,0.00965,0.00644,0.0734,0.0192,0.26,0.568
140,1400,-1,0.0122414,-1,0.03367555225,0.03367555225,0.01060779896,0.315,0.0352,0.000122,0.0159,0.000134,0,0.0596,0.00193,0.00245,0.501,0.0687,0.000711,0.000319,8.20E-05,0.000155,0.0553,0.0251,0.00603,0.0059,0.00965,0.00644,0.0734,0.0192,0.26,0.568
140,1500,-1,0.0565526,-1,0.1555737119,0.1555737119,0.04900571924,0.315,0.0352,0.000122,0.0159,0.000134,0,0.0596,0.00193,0.00245,0.501,0.0687,0.000711,0.000319,8.20E-05,0.000155,0.0553,0.0251,0.00603,0.0059,0.00965,0.00644,0.0734,0.0192,0.26,0.568
140,1500,-1,0.00477542,-1,0.0131369701,0.0131369701,0.004138145581,0.315,0.0352,0.000122,0.0159,0.000134,0,0.0596,0.00193,0.00245,0.501,0.0687,0.000711,0.000319,8.20E-05,0.000155,0.0553,0.0251,0.00603,0.0059,0.00965,0.00644,0.0734,0.0192,0.26,0.568
140,1600,-1,0.0380439,-1,0.1046570933,0.1046570933,0.0329669844,0.315,0.0352,0.000122,0.0159,0.000134,0,0.0596,0.00193,0.00245,0.501,0.0687,0.000711,0.000319,8.20E-05,0.000155,0.0553,0.0251,0.00603,0.0059,0.00965,0.00644,0.0734,0.0192,0.26,0.568
140,1600,-1,0.00193996,-1,0.005336744519,0.005336744519,0.001681074523,0.315,0.0352,0.000122,0.0159,0.000134,0,0.0596,0.00193,0.00245,0.501,0.0687,0.000711,0.000319,8.20E-05,0.000155,0.0553,0.0251,0.00603,0.0059,0.00965,0.00644,0.0734,0.0192,0.26,0.568
150,300,0.830865,-1,727.1195785,-1,727.1195785,114.1577738,0.157,0.0178,6.18E-05,0.00792,6.70E-05,0,0.0346,0.00136,0.00231,0.696,0.0825,0.00085,0.000381,9.72E-05,0.000186,0.0767,0.0347,0.00841,0.0082,0.0116,0.00773,0.102,0.0231,0.356,0.777
150,350,0.818674,-1,716.4507999,-1,716.4507999,112.4827756,0.157,0.0178,6.18E-05,0.00792,6.70E-05,0,0.0346,0.00136,0.00231,0.696,0.0825,0.00085,0.000381,9.72E-05,0.000186,0.0767,0.0347,0.00841,0.0082,0.0116,0.00773,0.102,0.0231,0.356,0.777
150,400,0.426619,-1,373.3494942,-1,373.3494942,58.61587058,0.157,0.0178,6.18E-05,0.00792,6.70E-05,0,0.0346,0.00136,0.00231,0.696,0.0825,0.00085,0.000381,9.72E-05,0.000186,0.0767,0.0347,0.00841,0.0082,0.0116,0.00773,0.102,0.0231,0.356,0.777
150,450,0.448795,-1,392.7565023,-1,392.7565023,61.66277085,0.157,0.0178,6.18E-05,0.00792,6.70E-05,0,0.0346,0.00136,0.00231,0.696,0.0825,0.00085,0.000381,9.72E-05,0.000186,0.0767,0.0347,0.00841,0.0082,0.0116,0.00773,0.102,0.0231,0.356,0.777
150,500,0.282783,-1,247.4734834,-1,247.4734834,38.85333689,0.157,0.0178,6.18E-05,0.00792,6.70E-05,0,0.0346,0.00136,0.00231,0.696,0.0825,0.00085,0.000381,9.72E-05,0.000186,0.0767,0.0347,0.00841,0.0082,0.0116,0.00773,0.102,0.0231,0.356,0.777
150,550,0.132547,-1,115.9966045,-1,115.9966045,18.2114669,0.157,0.0178,6.18E-05,0.00792,6.70E-05,0,0.0346,0.00136,0.00231,0.696,0.0825,0.00085,0.000381,9.72E-05,0.000186,0.0767,0.0347,0.00841,0.0082,0.0116,0.00773,0.102,0.0231,0.356,0.777
150,600,0.0663148,-1,58.03444534,-1,58.03444534,9.111407918,0.157,0.0178,6.18E-05,0.00792,6.70E-05,0,0.0346,0.00136,0.00231,0.696,0.0825,0.00085,0.000381,9.72E-05,0.000186,0.0767,0.0347,0.00841,0.0082,0.0116,0.00773,0.102,0.0231,0.356,0.777
150,650,0.0426142,-1,37.29320545,-1,37.29320545,5.855033255,0.157,0.0178,6.18E-05,0.00792,6.70E-05,0,0.0346,0.00136,0.00231,0.696,0.0825,0.00085,0.000381,9.72E-05,0.000186,0.0767,0.0347,0.00841,0.0082,0.0116,0.00773,0.102,0.0231,0.356,0.777
150,700,0.0178137,-1,15.58940386,-1,15.58940386,2.447536406,0.157,0.0178,6.18E-05,0.00792,6.70E-05,0,0.0346,0.00136,0.00231,0.696,0.0825,0.00085,0.000381,9.72E-05,0.000186,0.0767,0.0347,0.00841,0.0082,0.0116,0.00773,0.102,0.0231,0.356,0.777
150,900,-1,0.184717,-1,1.019533277,1.019533277,0.1600667244,0.157,0.0178,6.18E-05,0.00792,6.70E-05,0,0.0346,0.00136,0.00231,0.696,0.0825,0.00085,0.000381,9.72E-05,0.000186,0.0767,0.0347,0.00841,0.0082,0.0116,0.00773,0.102,0.0231,0.356,0.777
150,1000,-1,0.0758218,-1,0.4184934153,0.4184934153,0.0657034662,0.157,0.0178,6.18E-05,0.00792,6.70E-05,0,0.0346,0.00136,0.00231,0.696,0.0825,0.00085,0.000381,9.72E-05,0.000186,0.0767,0.0347,0.00841,0.0082,0.0116,0.00773,0.102,0.0231,0.356,0.777
150,1100,-1,0.0452273,-1,0.249629094,0.249629094,0.03919176776,0.157,0.0178,6.18E-05,0.00792,6.70E-05,0,0.0346,0.00136,0.00231,0.696,0.0825,0.00085,0.000381,9.72E-05,0.000186,0.0767,0.0347,0.00841,0.0082,0.0116,0.00773,0.102,0.0231,0.356,0.777
150,1200,-1,0.0217621,-1,0.1201144731,0.1201144731,0.01885797227,0.157,0.0178,6.18E-05,0.00792,6.70E-05,0,0.0346,0.00136,0.00231,0.696,0.0825,0.00085,0.000381,9.72E-05,0.000186,0.0767,0.0347,0.00841,0.0082,0.0116,0.00773,0.102,0.0231,0.356,0.777
150,1300,-1,0.00569091,-1,0.03141060173,0.03141060173,0.004931464471,0.157,0.0178,6.18E-05,0.00792,6.70E-05,0,0.0346,0.00136,0.00231,0.696,0.0825,0.00085,0.000381,9.72E-05,0.000186,0.0767,0.0347,0.00841,0.0082,0.0116,0.00773,0.102,0.0231,0.356,0.777
150,1400,-1,0.0042075,-1,0.02322301825,0.02322301825,0.003646013865,0.157,0.0178,6.18E-05,0.00792,6.70E-05,0,0.0346,0.00136,0.00231,0.696,0.0825,0.00085,0.000381,9.72E-05,0.000186,0.0767,0.0347,0.00841,0.0082,0.0116,0.00773,0.102,0.0231,0.356,0.777
150,1500,-1,0.00130333,-1,0.00719364382,0.00719364382,0.00112940208,0.157,0.0178,6.18E-05,0.00792,6.70E-05,0,0.0346,0.00136,0.00231,0.696,0.0825,0.00085,0.000381,9.72E-05,0.000186,0.0767,0.0347,0.00841,0.0082,0.0116,0.00773,0.102,0.0231,0.356,0.777
150,1600,-1,0.000946152,-1,0.005222223449,0.005222223449,0.0008198890815,0.157,0.0178,6.18E-05,0.00792,6.70E-05,0,0.0346,0.00136,0.00231,0.696,0.0825,0.00085,0.000381,9.72E-05,0.000186,0.0767,0.0347,0.00841,0.0082,0.0116,0.00773,0.102,0.0231,0.356,0.777
165,300,0.132504,-1,828.9686065,-1,828.9686065,9.864726417,0.0119,0.00138,4.78E-06,0.000602,5.09E-06,0,0.00314,0.00023,0.000545,0.96,0.0222,0.000227,0.000102,2.58E-05,5.00E-05,0.103,0.0459,0.0114,0.0113,0.00312,0.00208,0.141,0.00621,0.447,0.982
165,350,0.161937,-1,1013.106693,-1,1013.106693,12.05596965,0.0119,0.00138,4.78E-06,0.000602,5.09E-06,0,0.00314,0.00023,0.000545,0.96,0.0222,0.000227,0.000102,2.58E-05,5.00E-05,0.103,0.0459,0.0114,0.0113,0.00312,0.00208,0.141,0.00621,0.447,0.982
165,400,0.115421,-1,722.0943181,-1,722.0943181,8.592922386,0.0119,0.00138,4.78E-06,0.000602,5.09E-06,0,0.00314,0.00023,0.000545,0.96,0.0222,0.000227,0.000102,2.58E-05,5.00E-05,0.103,0.0459,0.0114,0.0113,0.00312,0.00208,0.141,0.00621,0.447,0.982
165,450,0.0935081,-1,585.0033158,-1,585.0033158,6.961539458,0.0119,0.00138,4.78E-06,0.000602,5.09E-06,0,0.00314,0.00023,0.000545,0.96,0.0222,0.000227,0.000102,2.58E-05,5.00E-05,0.103,0.0459,0.0114,0.0113,0.00312,0.00208,0.141,0.00621,0.447,0.982
165,500,0.0475081,-1,297.2191289,-1,297.2191289,3.536907634,0.0119,0.00138,4.78E-06,0.000602,5.09E-06,0,0.00314,0.00023,0.000545,0.96,0.0222,0.000227,0.000102,2.58E-05,5.00E-05,0.103,0.0459,0.0114,0.0113,0.00312,0.00208,0.141,0.00621,0.447,0.982
165,550,0.0304927,-1,190.7677582,-1,190.7677582,2.270136322,0.0119,0.00138,4.78E-06,0.000602,5.09E-06,0,0.00314,0.00023,0.000545,0.96,0.0222,0.000227,0.000102,2.58E-05,5.00E-05,0.103,0.0459,0.0114,0.0113,0.00312,0.00208,0.141,0.00621,0.447,0.982
165,600,0.0141663,-1,88.62689406,-1,88.62689406,1.054660039,0.0119,0.00138,4.78E-06,0.000602,5.09E-06,0,0.00314,0.00023,0.000545,0.96,0.0222,0.000227,0.000102,2.58E-05,5.00E-05,0.103,0.0459,0.0114,0.0113,0.00312,0.00208,0.141,0.00621,0.447,0.982
170,300,0.0562445,-1,514.8407636,-1,514.8407636,4.082687256,0.00793,0.00092,3.19E-06,0.0004,3.38E-06,0,0.0022,0.000158,0.0004,0.964,0.0236,0.000241,0.000108,2.73E-05,5.32E-05,0.103,0.0461,0.0115,0.0114,0.00332,0.00221,0.141,0.00661,0.45,0.988
170,350,0.0550766,-1,504.1502512,-1,504.1502512,3.997911492,0.00793,0.00092,3.19E-06,0.0004,3.38E-06,0,0.0022,0.000158,0.0004,0.964,0.0236,0.000241,0.000108,2.73E-05,5.32E-05,0.103,0.0461,0.0115,0.0114,0.00332,0.00221,0.141,0.00661,0.45,0.988
170,400,0.0467077,-1,427.5445232,-1,427.5445232,3.390428069,0.00793,0.00092,3.19E-06,0.0004,3.38E-06,0,0.0022,0.000158,0.0004,0.964,0.0236,0.000241,0.000108,2.73E-05,5.32E-05,0.103,0.0461,0.0115,0.0114,0.00332,0.00221,0.141,0.00661,0.45,0.988
170,450,0.0342381,-1,313.4025469,-1,313.4025469,2.485282197,0.00793,0.00092,3.19E-06,0.0004,3.38E-06,0,0.0022,0.000158,0.0004,0.964,0.0236,0.000241,0.000108,2.73E-05,5.32E-05,0.103,0.0461,0.0115,0.0114,0.00332,0.00221,0.141,0.00661,0.45,0.988
170,500,0.0175669,-1,160.800722,-1,160.800722,1.275149726,0.00793,0.00092,3.19E-06,0.0004,3.38E-06,0,0.0022,0.000158,0.0004,0.964,0.0236,0.000241,0.000108,2.73E-05,5.32E-05,0.103,0.0461,0.0115,0.0114,0.00332,0.00221,0.141,0.00661,0.45,0.988
180,350,0.032194,-1,447.0904541,-1,447.0904541,2.239923175,0.00501,0.000587,2.03E-06,0.000252,2.13E-06,0,0.00156,0.000105,0.000296,0.932,0.0602,0.000612,0.000273,6.85E-05,0.000136,0.101,0.0455,0.0112,0.011,0.00847,0.00565,0.137,0.0169,0.453,0.992
180,400,0.0350773,-1,487.1319496,-1,487.1319496,2.440531067,0.00501,0.000587,2.03E-06,0.000252,2.13E-06,0,0.00156,0.000105,0.000296,0.932,0.0602,0.000612,0.000273,6.85E-05,0.000136,0.101,0.0455,0.0112,0.011,0.00847,0.00565,0.137,0.0169,0.453,0.992
180,450,0.0194824,-1,270.5595783,-1,270.5595783,1.355503487,0.00501,0.000587,2.03E-06,0.000252,2.13E-06,0,0.00156,0.000105,0.000296,0.932,0.0602,0.000612,0.000273,6.85E-05,0.000136,0.101,0.0455,0.0112,0.011,0.00847,0.00565,0.137,0.0169,0.453,0.992
60,900,-1,0.530823,-1,0.5582345493,0.5582345493,0.4599852686,0.824,0.0827,0.000287,0.0418,0.000353,0,0.0494,0.000918,0,0.000627,0.000164,1.98E-06,9.44E-07,2.86E-07,3.73E-07,6.28E-05,2.72E-05,4.71E-06,7.35E-06,2.35E-05,1.57E-05,9.20E-05,4.71E-05,0.000323,0.000743
60,1000,-1,0.282641,-1,0.2972365012,0.2972365012,0.2449228769,0.824,0.0827,0.000287,0.0418,0.000353,0,0.0494,0.000918,0,0.000627,0.000164,1.98E-06,9.44E-07,2.86E-07,3.73E-07,6.28E-05,2.72E-05,4.71E-06,7.35E-06,2.35E-05,1.57E-05,9.20E-05,4.71E-05,0.000323,0.000743
60,1100,-1,0.149634,-1,0.1573610574,0.1573610574,0.1296655113,0.824,0.0827,0.000287,0.0418,0.000353,0,0.0494,0.000918,0,0.000627,0.000164,1.98E-06,9.44E-07,2.86E-07,3.73E-07,6.28E-05,2.72E-05,4.71E-06,7.35E-06,2.35E-05,1.57E-05,9.20E-05,4.71E-05,0.000323,0.000743
